from_url,to_url,anchor_text
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo,Vol 43 (2026)
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413,J.N. Hobbs Medal 2026 Citation – Dr Helen Raftery
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413/2447,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412,"Book Review  -  A Bird’s IQ: Innovation, Intelligence, and Problem Solving in the Avian World by Louis Lefebvre"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412/2446,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411,Roost-site fidelity and post-fire foraging in the nomadic Ground Cuckoo-shrike Coracina maxima in the Kimberley
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411/2445,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410,"Breeding and diet of the Rufous Owl Ninox rufa and Barking Owl N. connivens in Darwin, Northern Territory"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410/2444,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409,Using autonomous audio monitoring to detect the Powerful Owl Ninox strenua in peri-urban habitat
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409/2443,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408,Remote-tactile sensory system in the bill of Royal Spoonbills Platalea regia
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408/2442,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407,Photographs and observations suggest Variegated Fairy-wren Malurus lamberti × Superb Fairy-wren M. cyaneus hybridisation
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407/2441,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406,Targeted bioacoustic surveys detect Plains-wanderers Pedionomus torquatus in Melbourne’s Western Grasslands
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406/2440,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405,Observation of a Letter-winged Kite Elanus scriptus consuming avian prey
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405/2439,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404,Edge-of-range camera-trap records of Superb Lyrebird Menura novaehollandiae in western and central-north Tasmania (2018–
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404/2438,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2403,"Second nest of the Bougainville Honeyeater Stresemannia  bougainvillei , with the first description of a nest in situ, a"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2403/2437,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2402,Cooperative breeding in Morotai Paradise Kingfisher Tanysiptera doris
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2402/2436,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2401,Further dietary samples of the Eastern Barn Owl Tyto javanica delicatula from the eastern Australian arid zone
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2401/2435,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2400,Use of anthropogenic material for extended ornamented phenotype in two fairy-wren species
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2400/2434,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2399,"Book review - Australian Hawks and Eagles: A window into the hidden world of raptors, including bazas, buzzards, harrier"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2399/2433,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2398,"The precarious status of the Endangered Forty-spotted Pardalote Pardalotus quadragintus on Flinders Island, Tasmania"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2398/2432,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2397,Fatal collision of a White-throated Needletail Hirundapus caudacutus with a high-voltage powerline in central Queensland
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2397/2431,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2396,Automated monitoring of the occurrence and flight behaviours of White-throated Needletails Hirundapus caudacutus caudacu
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2396/2430,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2395,Nesting biology of the Wet Tropics endemic Fernwren Oreoscopus gutturalis
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2395/2429,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2394,"Studies of ibises in Victoria, III: Sexual dimorphism, sex ratio, breeding season, reproductive success, mating patterns"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2394/2428,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2393,Ship-assisted displacement of a Great Cormorant Phalacrocorax carbo and vagrant birds of subantarctic Macquarie Island
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2393/2427,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2391,First description and photograph of the juvenile plumage of the New Britain Goshawk Tachyspiza princeps
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2391/2425,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2390,A regular commensal foraging interaction between cranes and raptors on the Gulf Plains of north-western Queensland
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2390/2424,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2389,A Laughing Kookaburra assists in raising Blue-winged Kookaburras’ offspring
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2389/2423,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2388,Agonistic behaviour of the Red Wattlebird Anthochaera carunculata towards an elapid snake
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2388/2422,PDF
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2392,"Waterbirds and other birds of the Arcoona Lakes, arid South Australia, 2022–2023"
https://afo.birdlife.org.au/afo/index.php/afo,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2392/2426,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/index,Vol 43 (2026)
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413,J.N. Hobbs Medal 2026 Citation – Dr Helen Raftery
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413/2447,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412,"Book Review  -  A Bird’s IQ: Innovation, Intelligence, and Problem Solving in the Avian World by Louis Lefebvre"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412/2446,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411,Roost-site fidelity and post-fire foraging in the nomadic Ground Cuckoo-shrike Coracina maxima in the Kimberley
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411/2445,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410,"Breeding and diet of the Rufous Owl Ninox rufa and Barking Owl N. connivens in Darwin, Northern Territory"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410/2444,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409,Using autonomous audio monitoring to detect the Powerful Owl Ninox strenua in peri-urban habitat
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409/2443,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408,Remote-tactile sensory system in the bill of Royal Spoonbills Platalea regia
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408/2442,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407,Photographs and observations suggest Variegated Fairy-wren Malurus lamberti × Superb Fairy-wren M. cyaneus hybridisation
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407/2441,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406,Targeted bioacoustic surveys detect Plains-wanderers Pedionomus torquatus in Melbourne’s Western Grasslands
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406/2440,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405,Observation of a Letter-winged Kite Elanus scriptus consuming avian prey
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405/2439,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404,Edge-of-range camera-trap records of Superb Lyrebird Menura novaehollandiae in western and central-north Tasmania (2018–
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404/2438,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2403,"Second nest of the Bougainville Honeyeater Stresemannia  bougainvillei , with the first description of a nest in situ, a"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2403/2437,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2402,Cooperative breeding in Morotai Paradise Kingfisher Tanysiptera doris
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2402/2436,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2401,Further dietary samples of the Eastern Barn Owl Tyto javanica delicatula from the eastern Australian arid zone
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2401/2435,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2400,Use of anthropogenic material for extended ornamented phenotype in two fairy-wren species
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2400/2434,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2399,"Book review - Australian Hawks and Eagles: A window into the hidden world of raptors, including bazas, buzzards, harrier"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2399/2433,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2398,"The precarious status of the Endangered Forty-spotted Pardalote Pardalotus quadragintus on Flinders Island, Tasmania"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2398/2432,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2397,Fatal collision of a White-throated Needletail Hirundapus caudacutus with a high-voltage powerline in central Queensland
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2397/2431,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2396,Automated monitoring of the occurrence and flight behaviours of White-throated Needletails Hirundapus caudacutus caudacu
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2396/2430,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2395,Nesting biology of the Wet Tropics endemic Fernwren Oreoscopus gutturalis
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2395/2429,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2394,"Studies of ibises in Victoria, III: Sexual dimorphism, sex ratio, breeding season, reproductive success, mating patterns"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2394/2428,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2393,Ship-assisted displacement of a Great Cormorant Phalacrocorax carbo and vagrant birds of subantarctic Macquarie Island
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2393/2427,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2391,First description and photograph of the juvenile plumage of the New Britain Goshawk Tachyspiza princeps
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2391/2425,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2390,A regular commensal foraging interaction between cranes and raptors on the Gulf Plains of north-western Queensland
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2390/2424,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2389,A Laughing Kookaburra assists in raising Blue-winged Kookaburras’ offspring
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2389/2423,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2388,Agonistic behaviour of the Red Wattlebird Anthochaera carunculata towards an elapid snake
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2388/2422,PDF
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2392,"Waterbirds and other birds of the Arcoona Lakes, arid South Australia, 2022–2023"
https://afo.birdlife.org.au/afo/index.php/afo/index,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2392/2426,PDF
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/about,About the Journal
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/public/site/AFO-Guidelines-for-Authors.pdf,guidelines
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/about/editorialTeam,Editorial Team
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/index.php/afo/about/editorialPolicies,Open Access Policy
https://afo.birdlife.org.au/afo/index.php/afo/about,https://afo.birdlife.org.au/afo/public/site/AFO-policies-2024.pdf,Publication Ethics and Guidelines for Australian Field Ornithology
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/login,Login
https://afo.birdlife.org.au/afo/index.php/afo/login,https://afo.birdlife.org.au/afo/index.php/afo/login/lostPassword,Forgot your password?
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/search,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/about,About
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/login,Log in
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/search,Search
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/issue/current,Current
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Previous Issues
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/information/readers,For Readers
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/information/authors,For Authors
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/index,Home
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/issue/archive,Archives
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/issue/view/225,Vol 43 (2026)
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413,J.N. Hobbs Medal 2026 Citation – Dr Helen Raftery
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2413/2447,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412,"Book Review  -  A Bird’s IQ: Innovation, Intelligence, and Problem Solving in the Avian World by Louis Lefebvre"
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2412/2446,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411,Roost-site fidelity and post-fire foraging in the nomadic Ground Cuckoo-shrike Coracina maxima in the Kimberley
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2411/2445,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410,"Breeding and diet of the Rufous Owl Ninox rufa and Barking Owl N. connivens in Darwin, Northern Territory"
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2410/2444,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409,Using autonomous audio monitoring to detect the Powerful Owl Ninox strenua in peri-urban habitat
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2409/2443,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408,Remote-tactile sensory system in the bill of Royal Spoonbills Platalea regia
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2408/2442,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407,Photographs and observations suggest Variegated Fairy-wren Malurus lamberti × Superb Fairy-wren M. cyaneus hybridisation
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2407/2441,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406,Targeted bioacoustic surveys detect Plains-wanderers Pedionomus torquatus in Melbourne’s Western Grasslands
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2406/2440,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405,Observation of a Letter-winged Kite Elanus scriptus consuming avian prey
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2405/2439,PDF
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404,Edge-of-range camera-trap records of Superb Lyrebird Menura novaehollandiae in western and central-north Tasmania (2018–
https://afo.birdlife.org.au/afo/index.php/afo/issue/current,https://afo.birdlife.org.au/afo/index.php/afo/article/view/2404/2438,PDF
