url,status,content_type,bytes,local_path
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2180/2200,200,application/pdf,1815006,raw/afo/index.php/afo/article/download/2180/2200.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2179/2199,200,application/pdf,708201,raw/afo/index.php/afo/article/download/2179/2199.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2178/2198,200,application/pdf,484164,raw/afo/index.php/afo/article/download/2178/2198.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2177/2197,200,application/pdf,532173,raw/afo/index.php/afo/article/download/2177/2197.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2176/2196,200,application/pdf,1532091,raw/afo/index.php/afo/article/download/2176/2196.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2175/2195,200,application/pdf,2526673,raw/afo/index.php/afo/article/download/2175/2195.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2174/2194,200,application/pdf,1033038,raw/afo/index.php/afo/article/download/2174/2194.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2173/2193,200,application/pdf,755620,raw/afo/index.php/afo/article/download/2173/2193.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2172/2192,200,application/pdf,597718,raw/afo/index.php/afo/article/download/2172/2192.html
https://afo.birdlife.org.au/afo/index.php/afo/article/download/2171/2191,200,application/pdf,427201,raw/afo/index.php/afo/article/download/2171/2191.html
