old_url,new_url_TODO,title
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/43,,"Vol 18, No 6 (2000)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/42,,"Vol 18, No 7 (2000)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/44,,"Vol 18, No 8 (2000)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/32,,"Vol 18, No 1 (1999)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/33,,"Vol 18, No 2 (1999)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/35,,"Vol 18, No 3 (1999)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/36,,"Vol 18, No 4 (1999)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/49,,"Vol 17, No 5 (1998)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/50,,"Vol 17, No 6 (1998)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/51,,"Vol 17, No 7 (1998)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/52,,"Vol 17, No 8 (1998)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/45,,"Vol 17, No 1 (1997)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/46,,"Vol 17, No 2 (1997)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/47,,"Vol 17, No 3 (1997)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/48,,"Vol 17, No 4 (1997)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/56,,"Vol 16, No 5 (1996)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/55,,"Vol 16, No 6 (1996)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/54,,"Vol 16, No 7 (1996)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/53,,"Vol 16, No 8 (1996)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/57,,"Vol 16, No 1 (1995)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/58,,"Vol 16, No 2 (1995)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/59,,"Vol 16, No 3 (1995)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/60,,"Vol 16, No 4 (1995)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/78,,"Vol 15, No 5 (1994)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/77,,"Vol 15, No 6 (1994)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/76,,"Vol 15, No 7 (1994)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/75,,"Vol 15, No 8 (1994)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/82,,"Vol 15, No 1 (1993)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/81,,"Vol 15, No 2 (1993)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/80,,"Vol 15, No 3 (1993)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/79,,"Vol 15, No 4 (1993)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/102,,"Vol 14, No 5 (1992)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/103,,"Vol 14, No 6 (1992)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/104,,"Vol 14, No 7 (1992)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/105,,"Vol 14, No 8 (1992)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/98,,"Vol 14, No 1 (1991)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/99,,"Vol 14, No 2 (1991)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/100,,"Vol 14, No 3 (1991)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/101,,"Vol 14, No 4 (1991)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/110,,"Vol 13, No 5 (1990)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/111,,"Vol 13, No 6 (1990)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/112,,"Vol 13, No 7 (1990)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/113,,"Vol 13, No 8 (1990)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/106,,"Vol 13, No 1 (1989)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/107,,"Vol 13, No 2 (1989)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/108,,"Vol 13, No 3 (1989)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/109,,"Vol 13, No 4 (1989)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/117,,"Vol 12, No 5 (1988)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/116,,"Vol 12, No 6 (1988)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/115,,"Vol 12, No 7 (1988)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/114,,"Vol 12, No 8 (1988)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/121,,"Vol 12, No 1 (1987)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/120,,"Vol 12, No 2 (1987)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/119,,"Vol 12, No 3 (1987)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/118,,"Vol 12, No 4 (1987)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/126,,"Vol 11, No 5 (1986)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/127,,"Vol 11, No 6 (1986)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/128,,"Vol 11, No 7 (1986)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/130,,"Vol 11, No 8 (1986)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/122,,"Vol 11, No 1 (1985)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/123,,"Vol 11, No 2 (1985)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/124,,"Vol 11, No 3 (1985)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/125,,"Vol 11, No 4 (1985)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/135,,"Vol 10, No 5 (1984)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/136,,"Vol 10, No 6 (1984)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/137,,"Vol 10, No 7 (1984)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/138,,"Vol 10, No 8 (1984)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/131,,"Vol 10, No 1 (1983)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/132,,"Vol 10, No 2 (1983)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/133,,"Vol 10, No 3 (1983)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/134,,"Vol 10, No 4 (1983)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/143,,"Vol 9, No 5 (1982)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/144,,"Vol 9, No 6 (1982)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/145,,"Vol 9, No 7 (1982)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/146,,"Vol 9, No 8 (1982)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/139,,"Vol 9, No 1 (1981)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/140,,"Vol 9, No 2 (1981)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/141,,"Vol 9, No 3 (1981)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/142,,"Vol 9, No 4 (1981)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/151,,"Vol 8, No 5 (1980)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/152,,"Vol 8, No 6 (1980)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/153,,"Vol 8, No 7 (1980)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/154,,"Vol 8, No 8 (1980)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/147,,"Vol 8, No 1 (1979)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/148,,"Vol 8, No 2 (1979)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/149,,"Vol 8, No 3 (1979)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/150,,"Vol 8, No 4 (1979)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/159,,"Vol 7, No 5 (1978)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/160,,"Vol 7, No 6 (1978)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/161,,"Vol 7, No 7 (1978)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/162,,"Vol 7, No 8 (1978)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/155,,"Vol 7, No 1 (1977)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/156,,"Vol 7, No 2 (1977)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/157,,"Vol 7, No 3 (1977)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/158,,"Vol 7, No 4 (1977)"
https://afo.birdlife.org.au/afo/index.php/afo/issue/view/167,,"Vol 6, No 5 (1976)"
